YYMM,Mrk,SMB,HML,RMW,CMA,
19780926,-0.17207965,1.143737939,0.113792887,-0.081773395,-0.00367778,
19780927,0.090878288,0.905812496,0.086662137,-0.063882403,-0.019470518,
19780928,0.235860966,0.738283683,0.075926648,-0.047773372,-0.002297925,
19780929,0.309166499,0.655093884,0.069803639,-0.039130498,0.005066476,
19781002,0.192908408,0.807332353,0.061993314,-0.039614878,-0.022619197,
19781003,-0.214643488,1.206861366,0.10128992,-0.059098237,-0.034409562,
19781004,-4.329618191,5.210999865,0.531220521,-0.265925717,-0.146676478,
19781005,2.83355944,-1.760436524,-0.263534961,0.147840111,0.042571934,
19781006,6.913452766,-5.563413957,-0.824577247,0.452046256,0.022492182,
19781009,2.307803409,-1.230553367,-0.223568874,0.137613289,0.008705543,
19781010,2.491579903,-1.405828837,-0.412921455,0.280161655,0.047008733,
19781011,2.874844743,-1.730275639,-0.540376594,0.245304781,0.150502708,
19781012,1.685873084,-0.545438831,-0.212390554,0.037162721,0.03479358,
19781013,1.675816368,-0.590712776,-0.23620578,0.04839139,0.102710798,
19781016,-0.481038309,1.588851929,0.462558283,0.070878559,-0.641250461,
19781017,-3.886918684,5.041343326,0.609864496,0.074291968,-0.838581106,
19781018,-2.759044625,4.630869917,2.672646623,0.721233639,-4.265705555,
19781019,-1.984242381,6.104760606,1.714911523,-0.227605939,-4.607823809,
19781020,-6.960559556,9.677463869,1.960406362,-0.124990246,-3.552320428,
19781023,1.876362466,-1.12860223,-0.150675268,0.017009863,0.38590517,
19781024,1.678880999,-2.937695022,-0.613241728,0.175771396,2.696284355,
19781025,3.191861333,-4.155079261,-0.109357815,0.085004643,1.987571101,
19781026,20.41131351,-30.42485769,-0.520315663,0.293267945,11.2405919,
19781027,0.16087914,1.485887033,-0.006545242,-0.020535733,-0.619685199,
19781030,0.962822074,0.420575922,-0.049620976,-0.005833203,-0.327943818,
19781031,1.176079501,0.056775391,-0.041331687,0.000663289,-0.192186495,
19781101,1.345970938,-0.170311809,-0.046273173,-6.10336E-05,-0.129324922,
19781102,1.630413767,-0.410885575,-0.036857584,0.001980814,-0.184651423,
19781103,1.431839574,-0.289287734,-0.026811524,0.001162921,-0.116903237,
19781106,1.266647712,-0.117592764,-0.02833229,0.000370914,-0.121093572,
19781107,1.168521855,-0.030463065,-0.030172359,0.000208829,-0.10809526,
19781108,1.123929287,0.010675129,-0.028394528,0.000184237,-0.106394125,
19781109,1.074284308,0.069650825,-0.026931943,-7.13574E-05,-0.116931832,
19781110,0.989080106,0.123201438,-0.016603186,-1.03434E-05,-0.095668014,
19781113,0.956007257,0.153651164,-0.016141019,0.000101936,-0.093619338,
19781114,0.950570543,0.157166542,-0.016042908,-0.000102976,-0.091591201,
19781115,0.968980908,0.13028318,-0.014836024,-0.000629602,-0.083798461,
19781116,0.968236567,0.130306557,-0.013373923,-0.001587092,-0.083582109,
19781117,0.875257542,0.219155399,-0.010758247,-0.000697757,-0.082956937,
19781120,0.880205835,0.219119339,-0.007176026,-0.002153563,-0.089995584,
19781121,0.922265349,0.172057509,-0.007509316,-0.004476051,-0.082337491,
19781122,0.93969133,0.156346281,-0.009019518,-0.007064993,-0.0799531,
19781124,0.896057268,0.191218295,-0.00930718,-0.005383019,-0.072585364,
19781127,0.844766562,0.224218446,-0.008767934,-0.004952725,-0.055264349,
19781128,0.789104926,0.275093727,-0.007580437,-0.003711796,-0.052906419,
19781129,0.742386753,0.320693784,-0.005781217,-0.00332404,-0.05397528,
19781130,0.748787035,0.313928077,-0.005449678,-0.002801544,-0.05446389,
19781201,0.688175457,0.37737016,-0.005198719,-0.003003812,-0.057343086,
19781204,0.714409031,0.33659704,0.001868512,-0.005295567,-0.047579016,
19781205,0.747026822,0.306300202,0.009997002,-0.008836029,-0.054487997,
19781206,0.740280508,0.319987853,0.010016019,-0.011419393,-0.058864987,
19781207,0.721496303,0.339366632,0.010308289,-0.010662349,-0.060508876,
19781208,0.769926494,0.292723514,0.009149701,-0.00968633,-0.06211338,
19781211,0.7630334,0.301237384,0.00398387,-0.007142678,-0.061111976,
19781212,0.771595448,0.292661439,0.005087147,-0.007530572,-0.061813462,
19781213,0.73155116,0.336996166,0.004934981,-0.005965716,-0.06751659,
19781214,0.658770125,0.416585709,0.004368169,-0.002244979,-0.077479024,
19781215,0.596213772,0.478812316,0.003570371,-0.000397545,-0.078198914,
19781218,0.616351744,0.467996397,0.001380195,0.001774508,-0.087502844,
19781219,0.566262153,0.529622564,0.000303767,0.004172814,-0.100361298,
19781220,0.507559139,0.602093433,0.001494059,0.008877905,-0.120024536,
19781221,0.627750777,0.478278273,0.003608022,0.006138155,-0.115775226,
19781222,0.656469139,0.438062921,0.004887368,0.003802669,-0.103222097,
19781226,0.428811611,0.679106726,0.002645876,0.007566508,-0.118130721,
19781227,0.61553162,0.471687981,0.002555022,0.00762769,-0.097402312,
19781228,0.549800602,0.547974373,0.000450432,0.015074055,-0.113299462,
19781229,0.784063507,0.314568785,2.0346E-05,0.014579079,-0.113231718,
19790102,0.886826727,0.183853686,0.000109436,0.01313945,-0.083929298,
19790103,0.798724927,0.302286898,0.000307192,0.020692197,-0.122011214,
19790104,0.738995676,0.359706762,0.000634875,0.046097396,-0.145434708,
19790105,0.904316241,0.244262122,0.000226123,0.053526341,-0.202330826,
19790108,0.870770702,0.2517513,-2.70187E-06,0.039742489,-0.162261789,
19790109,0.902703604,0.198559884,-1.34636E-05,0.030251398,-0.131501423,
19790110,1.060578819,0.048698673,-0.00010638,0.024073446,-0.133244558,
19790111,1.119658589,0.006269183,0.0026211,0.013456577,-0.142005448,
19790112,1.477343597,-0.339952564,0.002881737,0.003510775,-0.143783544,
19790115,1.218814819,-0.103768353,0.002629249,0.00267754,-0.120353256,
19790116,1.140845948,-0.028230748,0.001851505,0.004805185,-0.119271889,
19790117,1.384262155,-0.161978632,0.003088787,0.022538606,-0.247910916,
19790118,-1.111185794,1.798713536,-0.007053215,-0.051393724,0.370919197,
19790119,-0.080258991,0.993342256,-0.002103527,-0.022484268,0.11150453,
19790122,0.272411216,0.6956086,0.000145592,-0.021805071,0.053639663,
19790123,0.398585105,0.596062585,0.000263314,-0.01386955,0.018958546,
19790124,0.374361362,0.616806517,1.1717E-05,-0.009517805,0.018338209,
19790125,0.380636943,0.609635748,-6.07578E-05,-0.008223796,0.018011862,
19790126,0.381447016,0.61088569,-1.47375E-06,-0.00900068,0.016669447,
19790129,0.408858408,0.594951095,0.000416002,-0.008152335,0.00392683,
19790130,0.435668226,0.572330613,0.00019708,-0.006348143,-0.001847776,
19790131,0.371438312,0.631891085,-0.000100277,-0.004775427,0.001546307,
19790201,0.423130642,0.580267286,0.000255195,-0.005978968,0.002325845,
19790202,0.262924641,0.722788777,-0.000534906,-0.001965278,0.016786766,
19790205,0.251789375,0.728684893,-0.000533836,-0.000793456,0.020853023,
19790206,0.244227934,0.745698039,-0.000520833,0.000576042,0.010018818,
19790207,0.314875093,0.678478494,-0.000313118,-0.002246948,0.009206478,
19790208,0.325306574,0.673051305,-0.00035404,-0.004146577,0.006142738,
19790209,0.301917445,0.695760568,0.000511798,-0.001574916,0.003385105,
19790212,0.278356412,0.717970329,0.000262391,-0.000845721,0.004256589,
19790213,0.266552234,0.730851112,-1.26104E-05,-0.002252469,0.004861733,
19790214,0.356724921,0.64062249,-0.000198072,-0.002255552,0.005106214,
19790215,0.427573584,0.569132947,0.00063731,-0.001825674,0.004481834,
19790216,0.417653083,0.578935347,0.000324097,-0.001421138,0.00450861,
19790220,0.380880552,0.612551174,0.000411894,0.00097264,0.00518374,
19790221,0.376043875,0.617538969,3.63213E-05,0.000497275,0.005883561,
19790222,0.320925165,0.670502574,-5.55549E-06,0.003559495,0.005018322,
19790223,0.33506327,0.654262697,-0.000290224,0.005803348,0.005160909,
19790226,0.325106714,0.66401863,0.001297735,0.005695888,0.003881033,
19790227,0.304497591,0.682253834,0.003251915,0.00731988,0.00267678,
19790228,0.246737027,0.733958564,0.004143972,0.011508089,0.003652348,
19790301,0.288282879,0.699527095,0.004201034,0.005876088,0.002112903,
19790302,0.351064592,0.629898166,0.017631048,0.001389956,1.62378E-05,
19790305,0.317430557,0.658365804,0.022536317,0.001697233,-2.99118E-05,
19790306,0.304565569,0.666358955,0.026013685,0.003002171,5.96198E-05,
19790307,0.340869144,0.632507759,0.024833641,0.002196079,-0.000406624,
19790308,0.307981984,0.661059675,0.028086153,0.003690012,-0.000817823,
19790309,0.286851299,0.679111891,0.030171677,0.004296209,-0.000431076,
19790312,0.322100239,0.642723193,0.033623347,0.003395131,-0.001841911,
19790313,0.387557557,0.581970467,0.030694484,0.00267643,-0.002898938,
19790314,0.337500358,0.625120377,0.034145952,0.005221586,-0.001988273,
19790315,0.355728593,0.612801308,0.026161077,0.005281098,2.79237E-05,
19790316,0.380891792,0.588718457,0.024038158,0.005965645,0.000385949,
19790319,0.356529421,0.611691192,0.023489478,0.007776632,0.000513277,
19790320,0.385811609,0.583672018,0.02380683,0.006506564,0.000202979,
19790321,0.441814154,0.532749823,0.020949679,0.004905532,-0.000419188,
19790322,0.421510917,0.548251018,0.022978318,0.007664175,-0.000404427,
19790323,0.428539428,0.538226173,0.024634329,0.009098299,-0.000498228,
19790326,0.419392584,0.539926806,0.02824652,0.013088671,-0.000654581,
19790327,0.342132621,0.602993502,0.03528294,0.020399283,-0.000808347,
19790328,0.318771725,0.617101296,0.039020177,0.025797686,-0.000690883,
19790329,0.37490642,0.567113458,0.035289152,0.024443942,-0.001752972,
19790330,0.390135312,0.552071279,0.0345082,0.025343697,-0.002058489,
19790402,0.378568472,0.557065414,0.038112117,0.029256267,-0.00300227,
19790403,0.360556007,0.583377468,0.033313313,0.02606219,-0.003308979,
19790404,0.337849728,0.608645112,0.031856476,0.025255563,-0.00360688,
19790405,0.359539266,0.590320179,0.031561389,0.023388528,-0.004809362,
19790406,0.391834924,0.554900122,0.034352446,0.024334635,-0.005422127,
19790409,0.388937067,0.556863813,0.034806421,0.025196834,-0.005804136,
19790410,0.335859739,0.60244193,0.038831681,0.02912167,-0.00625502,
19790411,0.322083296,0.616375901,0.03979491,0.027944932,-0.006199039,
19790412,0.274749982,0.651171522,0.052114187,0.02839245,-0.006428141,
19790416,0.264020539,0.655049503,0.056374548,0.03189103,-0.00733562,
19790417,0.151154457,0.747894264,0.068260408,0.042074774,-0.009383903,
19790418,0.223577726,0.687532157,0.06020823,0.037387312,-0.008705425,
19790419,0.213324452,0.698777216,0.058454727,0.036055626,-0.006612022,
19790420,0.212481888,0.700346842,0.059235199,0.034605938,-0.006669867,
19790423,0.20098567,0.716711251,0.057051647,0.031220151,-0.005968719,
19790424,0.216772026,0.698592314,0.0590259,0.032026362,-0.006416602,
